Authors,Year,Title,Pages,Book,Editors,Publisher,Place,ISBN,Webpage
"Nienkemper-Swanepoel, J., le Roux, N.J. and Gardner-Lubbe, S.",2021,A Simulation Study for the Identification of Missing Data Mechanisms Using Visualisation,205-214,Data Analysis and Rationality in a Complex World,"Chadjipadelis, T., Lausen, B., Markos, A., Lee, T.R., Montanari, A. and Nugent, R.",Springer,"Cham, Switzerland","978-3-030-60103-4
978-3-030-60104-1",https://doi.org/10.1007/978-3-030-60104-1
